English,Luganda
This helps to assess whether the plan is representative of the priorities of the facility.,Kino kiyamba okwekenneenya oba enteekateeka eno ekiikirira ebikulu ebigenda okukulembeza.
This can be used to identify items that account for the highest costs and/or high use when considering ways to reduce procurement costs.,Kino kiyinza okukozesebwa okuzuula ebintu ebivunaanyizibwa ku nsaasaanya esinga obunene ne/oba okukozesa ennyo nga olowooza ku ngeri y’okukendeeza ku nsaasaanya y’okugula.
"Re classification to monitor and apportion expenditure on antimicrobials to keep it within the recommended ranges, e.g., at least 60% of the expenditure on antibiotics should go to drugs in the ACCESS category.","RE Classification okulondoola n’okugabanya ensaasaanya ku ddagala eritta obuwuka okugikuuma mu bbanga eryalagirwa, e.g., waakiri ebitundu 60% ku nsaasaanya ku ddagala eritta obuwuka lirina okugenda mu ddagala eriri mu mutendera gw’okuyingira."
"National Antimicrobial Stewardship Manual - 6.2.4 Distribution and storage of antimicrobials and laboratory supplies The health facility should enter all supplies received from the warehouse or other sources  into the appropriate HMIS tool e.g., Stock cards and or any e-LMIS.","National Antimicrobial Stewardship Manual - 6.2.4 Okugaba n’okutereka eddagala eritta obuwuka n’ebikozesebwa mu laboratory Ekifo ky’ebyobulamu kirina okuyingiza ebintu byonna ebifunibwa okuva mu sitoowa oba ensonda endala mu kikozesebwa kya HMIS ekituufu e.g., kaadi za sitokisi ne oba oba e-LMIs yonna."
"The facility should also store copies of proof of delivery records that accompany these supplies, such as delivery notes/goods received notes (GRNs) and invoices.","Ekifo kino era kirina okutereka kkopi z’obukakafu bw’ebiwandiiko by’okutuusa ebiwerekera ku bintu bino, gamba ng’ebiwandiiko by’okutuusa/ebintu ebifunibwa (GRNs) ne invoice."
Movement of stock from the health facility store to the user units  should be recorded on  approved requisition and issue vouchers (manual  or electronic).,Okutambuza sitooka okuva mu dduuka ly’ebyobulamu okutuuka mu bitundu by’abakozesa kulina okuwandiikibwa ku bbaluwa ezikkiriziddwa ez’okusaba n’okufulumya bbaluwa (mu ngalo oba ez’amasannyalaze).
"At the user units, health workers should record all dispensed medicines in  the correct dispensing logs or electronic system.","Ku yuniti z’abakozesa, abakozi b’ebyobulamu balina okuwandiika eddagala lyonna eriweebwa mu biwandiiko ebituufu ebigaba oba enkola ey’ebyuma."
"In the community, drug outlets like pharmacies must have systems in place to record supplies they receive from wholesalers/suppliers and sell to customers, both individuals and retailers.","Mu kitundu, ebifo eby’eddagala nga pharmacies birina okuba n’enkola eziteekeddwawo okuwandiika ebikozesebwa bye bafuna okuva mu basuubuzi/abagaba ebintu n’okuguza bakasitoma, abantu ssekinnoomu n’abasuubuzi."
"Recording the distribution of antimicrobials is a key component of AMS as it ensures traceability and accountability, and provides complete data needed for analysis.","Okuwandiika ensaasaanya y’eddagala eritta obuwuka kitundu kikulu nnyo mu AMS nga bwe kikakasa okulondoola n’okuvunaanyizibwa, era kiwa amawulire amajjuvu ageetaagisa okwekenneenya."
"MTCs and/or AMS committees at health facilities must invest sufficient energy in ensuring that distribution of antimicrobials within the health facility is recorded consistently, completely, and accurately.","Obukiiko bwa MTCs ne/oba AMS mu bifo by’ebyobulamu bulina okuteeka amaanyi agamala mu kulaba nti okusaasaanya eddagala eritta obuwuka mu kifo ky’ebyobulamu kuwandiikibwa mu bujjuvu, mu bujjuvu, era mu butuufu."
The staff dispensing should be qualified and trained.,Abakozi okugaba balina okuba n’ebisaanyizo era nga batendekeddwa.
"The dispensing process is composed of 6 steps; Receiving and validation of the prescription, 2.","Enkola y’okugaba ekolebwa emitendera 6; Okufuna n’okukakasa eddagala, 2."
Dispensing procedures to ensure antimicrobial stewardship Extra caution should be taken for prescriptions with antimicrobials in order to ensure antimicrobial,Enkola z’okugaba okulaba ng’obuwanika obulwanyisa obuwuka obw’enjawulo okwegendereza kulina okutwalibwa okusobola okuwandiikibwa eddagala eriweweeza ku buwuka okusobola okulaba ng’eddagala eritta obuwuka .
"National Antimicrobial Stewardship Manual - Review of prescriptions to ensure that they are appropriate and in line with the national guidelines on the use of antimicrobials , .","National Antimicrobial Stewardship Manual - Review of Prescriptions okukakasa nti zisaanidde era nga zikwatagana n'ebiragiro by'eggwanga ku nkozesa y'eddagala eritta obuwuka , ."
Patients should be educated on antimicrobial resistance and infection prevention measures.,Abalwadde balina okusomesebwa ku ngeri y’okuziyiza obuwuka n’okuziyiza obulwadde.
The link between laboratory supplies and antimicrobial stewardship emphasizes the critical importance of ensuring that laboratories have access to sufficient and reliable tools and resources to support effective management of infectious diseases.,Enkolagana wakati w’ebikozesebwa mu laboratory n’obuwanika obulwanyisa obuwuka eggumiza obukulu obw’amaanyi obw’okulaba nga laboratory zifuna ebikozesebwa ebimala era ebyesigika n’ebikozesebwa okuwagira okuddukanya obulungi endwadde ezisiigibwa.
Test Appropriateness: Ensure that the selection of tests aligns with the tests and avoid unnecessary or redundant testing that may waste supplies and resources.,Okugezesebwa okutuufu: Kakasa nti okulonda ebigezo kukwatagana n’okugezesebwa era weewale okugezesa okuteetaagisa oba okutali kwa mugaso okuyinza okwonoona n’ebikozesebwa.
"Ensure that samples are collected at the right time, e.g., before initiation of empiric treatment and at the time of fever spikes in the case of blood cultures.","Kakasa nti sampuli zikuŋŋaanyizibwa mu kiseera ekituufu, e.g., nga tebannaba kutandika bujjanjabi bwa empiric ne mu kiseera ky’omusujja gw’omusujja mu mbeera y’obuwangwa bw’omusaayi."
This helps prevent false-positive or false-negative results and misdiagnosis that may lead to repeat testing and inappropriate prescriptions.,Kino kiyamba okuziyiza ebivaamu ebitali bituufu oba ebitali birungi n’okuzuula obubi ebiyinza okuvaako okuddamu okukebera n’okuwandiikibwa okutasaana.
"These protocols provide clear instructions on the appropriate use of supplies, including culture media, antimicrobial discs, reference strains reagents, etc.","Ebiragiro bino biwa ebiragiro ebitegeerekeka obulungi ku nkozesa entuufu ey’ebikozesebwa, omuli eby’obuwangwa, discs ezitta obuwuka, reference strains reagents, etc."
Ensure that staff are trained and adhere to these protocols to maintain consistency and avoid,Okukakasa nti abakozi batendekebwa era banywerera ku nkola zino okukuuma obutakyukakyuka n’okwewala .
"Effective communication ensures that testing is aligned with patient needs, reducing unnecessary testing and supply consumption.","Empuliziganya ennungi ekakasa nti okukebera kukwatagana n’ebyetaago by’omulwadde, okukendeeza ku kukebera okuteetaagisa n’okukozesa ebintu."
"A procurement planning team should include a user In facilities with an MTC, the committee should lead the procurement planning process.","Ttiimu y’okuteekateeka okugula erina okubeeramu omukozesa mu bifo ebirina MTC, Akakiiko kalina okukulembera enteekateeka y’okuteekateeka okugula."
The MTC may co-opt additional members to support the process where necessary to provide technical guidance during the procurement planning process.,MTC eyinza okukolagana n’abakiise abalala okuwagira enkola we kyetaagisa okuwa obulagirizi obw’ekikugu mu nteekateeka y’okugula ebintu.
This can be achieved through quality improvement methods and current evidencebased knowledge regarding the appropriate use of antimicrobials.,Kino kiyinza okutuukibwako nga tuyita mu nkola z’okulongoosa omutindo n’okumanya okwesigamiziddwa ku bujulizi obuliwo kati ku nkozesa entuufu ey’eddagala eritta obuwuka.
Training on AMS principles is essential to causing positive behavioral change .,Okutendekebwa ku misingi gya AMS kyetaagisa nnyo okuleeta enkyukakyuka ennungi mu nneeyisa .
"These are more effective than passive education (CDC, 2019; Majumder et al., 2020).","Bino bikola bulungi okusinga okusomesa okutakola (CDC, 2019; Majumder et al., 2020)."
"This is because active education promotes interaction and active participation, especially among healthcare workers.",Kino kiri bwe kityo kubanga okusomesa ennyo kutumbula enkolagana n‟okwetaba ennyo naddala mu bakozi b‟ebyobulamu.
"National Antimicrobial Stewardship Manual - 7.3 Essential AMS Competencies To enable AMS, health workers must change their antimicrobial prescribing behaviour to only prescribe these drugs for patients whose indications warrant antimicrobials and choose antimicrobials in a hierarchical (stepwise) manner, with preference to those with the least spectrum Prescribing behaviour is a manifestation of a abilities of a person that integrate knowledge, skills and attitudes towards performance of a given Competencies are transferrable through training, coaching, and mentoring, and can be measured (as basic, intermediate and advanced).","National Antimicrobial Stewardship Manual - 7.3 Essential AMS Competencies To enable AMS, health workers must change their antimicrobial prescribing behaviour to only prescribe these drugs for patients whose indications warrant antimicrobials and choose antimicrobials in a hierarchical (stepwise) manner, with preference to those with the least spectrum Prescribing behaviour is a manifestation of a abilities of a person that integrate knowledge, skills and attitudes Okwolekera enkola y‟obusobozi obuweereddwa bukyusibwa okuyita mu kutendekebwa, okutendeka, n‟okubuulirira, era bisobola okupimibwa (nga eby‟omusingi, eby‟omu makkati n‟eby‟omulembe)."
"Once acquired, competencies are durable (sustainable or long-lasting).","Obusobozi bwe bumala okufunibwa, buwangaala (nga buwangaala oba nga buwangaala)."
"Achieving AMS in health facilities requires healthcare workers to have core competencies in terms of knowledge, skills, and attitudes for better use of antimicrobial drugs.","Okutuuka ku AMS mu bifo by’ebyobulamu kyetaagisa abakozi b’ebyobulamu okuba n’obusobozi obukulu mu kumanya, obukugu, n’endowooza okusobola okukozesa obulungi eddagala eritta obuwuka."
"National Antimicrobial Stewardship Manual - AMS: Planning an AMS program; Performing AMS interventions; Assessing an AMS program As shown in Annex 3, each of these modules is associated with a set of competencies which healthcare workers in a health facility undertaking AMS Program need.","Ekitabo ky’eggwanga eky’okulwanyisa obuwuka - AMS: Okuteekateeka enteekateeka ya AMS; okukola okuyingira mu nsonga za AMS; Okukebera enteekateeka ya AMS Nga bwe kiragibwa mu Annex 3, buli emu ku modulo zino ekwatagana n’ensengeka y’obusobozi abakozi b’ebyobulamu mu kifo ky’ebyobulamu undertaking AMS Program obwetaavu."
"These AMS competences should be graded into three incremental levels: basic, intermediate, and advanced.","Obusobozi bwa AMS buno bulina okupimibwa mu mitendera esatu egy’okweyongera: omusingi, wakati, n’okukulaakulana."
"Basic competencies: The professional is aware of, has knowledge of, or understands the core Intermediate competencies: The professional is aware of the core principles of AMS, understands them, and knows how to apply them in his/her practice.","Obusobozi obusookerwako: Omukugu amanyi, alina okumanya, oba ategeera obusobozi obukulu obw’omu makkati: Omukugu amanyi emisingi emikulu egya AMS, ategeera, era amanyi engeri y’okubikozesaamu mu nkola ye."
"Advanced (expert) competencies: The professional is aware of the core principles of AMS, understands them, knows how to apply them in his/her practice, can show others how to apply them, and provides leadership, expertise, or support to others in this area.","Obusobozi obw’omulembe (obw’ekikugu): Omukugu amanyi emisingi emikulu egya AMS, akitegeera, amanyi engeri y’okubikozesaamu mu nkola ye, asobola okulaga abalala engeri y’okubikozesaamu, n’okuwa obukulembeze, obukugu, oba obuwagizi eri abalala mu kitundu kino."
