English,Luganda
aluminium screens with a hole size of 1.21.5 mm have proved to be the most effective.15 inspect the fly screen regularly at intervals of six months or less.,aluminiyamu screens ezirina ekituli ekinene nga 1.21.5 mm ziraga nti ze zisinga okukola.15 kebera enseenene bulijjo mu bbanga lya myezi mukaaga oba wansi.
the slab should have a smooth surface and slope towards the squat hole to provide easy drainage for urine and water used for cleaning the floor.,slab erina okuba n’ekifo ekiseeneekerevu n’okuserengeta ng’eyolekera ekinnya ky’okusitama okusobola okuwa omusulo n’amazzi agangu agakozesebwa okuyonja wansi.
"the opening or squat hole should not be more than 250 millimetres, so that it is too small for a young child to fall through.","ekinnya ekigguka oba ekiwujjo tekirina kusukka milimita 250, kale nga kitono nnyo omwana omuto okugwamu."
a key hole shape with foot rests is ideal.,enkula y’ekituli ekisumuluzo ng’ekigere kiwummudde kirungi nnyo.
placement of the foot rests ensures that the user is correctly positioned over the hole.,okuteeka ekigere kikakasa nti omukozesa ateekebwa bulungi ku kinnya.
"foot rests are oval in shape and about 300 millimetres long, 125 millimetres wide and 25 millimetres high.","ebigere biwummudde biba bya kikula kya waggulu ate obuwanvu bwa mmita nga 300, obugazi bwa mmita 125 ate obuwanvu bwa mmita 25."
for the vent pipe to perform efficiently it should be straight without any a ventilated improved pit latrine source: wedc loughborough,ku payipu y’okufulumya empewo okukola obulungi erina okuba engolokofu nga tewali a ventilated improved pit latrine source: wedc loughborough .
toilet features for people with special needs accessible toilets are an absolute necessity for many people living with a disability.,ebintu ebikozesebwa mu kaabuyonjo eri abantu abalina ebyetaago eby’enjawulo kaabuyonjo ezisobola okutuukirirwa kyetaagisa nnyo eri abantu bangi ababeera n’obulemu.
"accessible toilets are made for wheelchair users, individuals with mobility impairments, people with bowel and/ or bladder conditions, patients with balance issues, grip issues or other conditions that make support rails useful and people with a range of invisible disabilities who also need to use the the following are important features of an accessible toilet: an accessible door way - doorways of accessible toilets should bewide enough (at least 1m wide) so that wheelchair users can easily roll in and out.","kaabuyonjo ezisobola okutuukirirwa zikolebwa abakozesa obugaali, abantu ssekinnoomu abalina obuzibu mu kutambula, abantu abalina ekyenda ne/ oba embeera y’omusuwa, abalwadde abalina ensonga za bbalansi, ensonga z’okukwata oba embeera endala ezifuula eggaali y’omukka ey’obuyambi ey’omugaso n’abantu abalina obulemu obw’enjawulo obutalabika era nga nabo beetaaga okukozesa bino wammanga bye bikulu ebikozesebwa mu kaabuyonjo etuukirirwa: enzigi z’omuvuzi ezituukirika ezisobola okutuukirirwa mu kaabuyonjo ezituukirirwa mu kaabuyonjo ezisobola okutuukirirwa mu kaabuyonjo ezisobola okubeera mu kaabuyonjo ezisobola okutuukirirwa."
there should beno thresholdobstructing the entrance.,tewalina kubaawo threshold okulemesa omulyango oguyingira.
"in addition,the door should always open outwards.this means the door can still be opened easily in an emergency situation; grab rails are a basic feature of any accessible toilet.","okugatta ku ekyo,oluggi bulijjo lulina okugguka ebweru.kino kitegeeza nti oluggi lukyayinza okuggulwawo mu ngeri ennyangu mu mbeera ey’amangu; grab rails kye kintu ekikulu mu kaabuyonjo yonna etuukirirwa."
"they provide crucialsupport, stability and balancefor anyone transferring onto the toilet ( a higher toilet seat - for people with reduced mobility,higher toilet seats make it easier to stand up and sit down.","bawa crucialsupport, stability ne balancefor anyone akyusa ku toilet ( a higher toilet seat - eri abantu abakendedde mobility,abatembeeyi ba kaabuyonjo banguyira okuyimirira ne batuula wansi."
"by raising the seat of an accessible toilet, transfers to/from a wheelchair are also safer asthe seat height is more equal between the two; low mirrors and sinks - mirrors and wash hand basins in accessible toiletsshould be placed at a lower height.this makes them useable for anyone seated in a wheelchair; the soap, paper towels, hooks, and toilet paper must all be within reach when seated.","nga ositula entebe ya kaabuyonjo etuukirirwa, okukyusibwa okugenda/okuva mu kagaali nakyo kiba kya bulabe kubanga obuwanvu bw’entebe bwenkana wakati w’ebintu bino; endabirwamu entono ne sinki - endabirwamu n’ebisenge eby’omu ngalo mu kaabuyonjo ezisobola okutuukirirwa birina okuteekebwa ku buwanvu obutono.kino kizifuula ezisobola okukozesebwa omuntu yenna atudde mu kagaali k’abalema; sabbuuni, obutambaala bw’empapula, ebikoola, n’empapula za kaabuyonjo byonna birina okuba nga bituuse ng’otudde."
all amenities in an accessible toilet must be within reach for wheelchair users; easy-to-use tap and bin designs -the tap and bin in an accessible toilet should be an easy-to-use design thatdoesnt require much force and with a closed fist; space - an accessible toilet has to be spacious enough to turn and manoeuvre in a wheelchair.,ebintu byonna ebikozesebwa mu kaabuyonjo etuukirirwa birina okuba nga bituuka ku bakozesa obugaali; dizayini za ttaapu ne bin ebyangu okukozesa -taapu ne bbiini mu kaabuyonjo etuukirirwa birina okuba dizayini ennyangu okukozesa nti doesnt yeetaaga amaanyi mangi era n’ekikonde ekiggaddwa; ekifo - kaabuyonjo etuukirirwa erina okuba nga nnene okusobola okukyuka n’okukola maneuver mu kagaali k’abalema.
"at minimum, this should involve a clear and unobstructed wheelchair turning circle of 1.5 meters in diameter.","ekitono ennyo, kino kisaana okuzingiramu enkulungo y’obugaali bw’abalema etegeerekeka obulungi era etaziyiziddwa nga ya mita emu n’ekitundu mu buwanvu."
thesink should also have adequate space underneathto roll right up to it in a wheelchair; signposting - signposting with a wheelchair icon is especially important so anyone in need of an accessible toiletknows it existsandknows where to find it.,thesink era erina okuba n’ekifo ekimala wansi w’okuyiringisibwa okutuukira ddala ku yo mu kagaali k’abalema; signpoting - signposting with a wheelchair icon kikulu nnyo naddala kale omuntu yenna eyeetaaga toiletknows ezisobola okutuukirirwa kiriwo ku bakisa we banaakisanga.
blind people and people with poor vision need to have special grips and guiding systems (ramps) as well as proper lighting for the poor-sighted people; wheel chair ramps should be provided at minimum slope of 1:12.,abantu abazibe b’amaaso n’abantu abalina okulaba obubi beetaaga okuba n’ebikwata eby’enjawulo n’enkola ezilungamya (ramps) awamu n’okutaasa okutuufu eri abantu abatalaba bulungi; ennyonyi eziyitibwa wheel chair ramps zirina okuweebwa ku minimum slope ya 1:12.
"water borne toilet (seat type) with grab rails for persons with disabilities with a hand washing facility within vulnerability and adoptability of sanitation facilities to climate change climate change is among the major challenges that increase the risk of extreme weather events, such as increase in the strength and frequency of heavy precipitation and floods.","water borne toilet (seat type) with grab rails for persons for disabilities with a hand washing facility within vulnerability and adoptability of sanitation facilities to sanitation facilities to sanitation facilities to ennyongeza enkyukakyuka y’obudde y’emu ku kusoomoozebwa okunene okwongera ku bulabe bw’obudde obuyitiridde, gamba ng’okweyongera mu maanyi n’emirundi gy’enkuba etonnya ennyo n’amataba."
technologies promoted for improving access to sanitation in hcfs are vulnerable to climate-related threats.,tekinologiya atumbulwa okulongoosa okufuna obuyonjo mu hcfs alina obuzibu mu kutiisibwatiisibwa okwekuusa ku mbeera y’obudde.
"in places that are susceptible to flooding, the lined pit should be made shallow into the ground and raised above the ground level (raised vip latrine).","mu bifo ebisobola okubooga, ekinnya ekiriko layini kisaana okufuulibwa ekifunda mu ttaka ne kikuzibwa waggulu w’eddaala ly’ettaka (kaabuyonjo ya vip ekulidde)."
this has to be safely contained in well-designed sanitation facilities.,kino kirina okuba nga kibeera mu bifo eby’obuyonjo ebitegekeddwa obulungi.
"the lined pits and septic tanks should be designed and constructed with access point for emptying, when vaults are full.","ebinnya ebiriko layini ne ttanka z’amazzi amakyafu birina okukolebwa era ne bikolebwa nga biriko ekifo we bayingira okusobola okubifulumya, nga vaults zijjudde."
"safe emptying using mechanized trucks should be practiced on full vaults, at least one week after last user and emptied with workers wearing full ppe.","okuggyamu ebintu mu ngeri ey’obukuumi nga okozesa loole ezikozesebwa mu makanika kulina okwegezaamu ku full vaults, waakiri wiiki emu oluvannyuma lw’omukozesa asembayo n’okufuluma n’abakozi abambala ppe enzijuvu."
"when the vip latrine or septic tank has served its design life, it should be decommissioned/ destroyed after safe emptying of contained faecal sludge.","kaabuyonjo ya vip oba ttanka y’amazzi amakyafu bw’eba eweerezza obulamu bwayo obw’okukola dizayini, erina okuggyibwamu/ esaanyeewo oluvannyuma lw’okuggyamu ebisasiro by’omusulo ebirimu mu ngeri ey’obukuumi."
at least one week should be allowed before the site is redeveloped.,waakiri wiiki emu erina okukkirizibwa ng’ekifo tekinnaddamu kukulaakulana.
"good hygiene practices such as hand washing at critical times, bathing regularly, food handling & storage and use of personal protective equipment are crucial in preventing the acquisition and spread of infectious microorganisms at the health facility.","enkola ennungi ez’obuyonjo ng’okunaaba n’emikono mu biseera ebizibu, okunaaba buli kiseera, okukwata emmere & okutereka n’okukozesa ebyuma ebikuuma omuntu bikulu nnyo mu kuziyiza okufuna n’okusaasaanya obuwuka obusiigibwa mu kifo ky’ebyobulamu."
"these hygiene practices/behaviours are often simple, inexpensive and highly effective in preventing the spread of disease among patients, caregivers and healthcare workers.","enkola/enneeyisa zino ez‟obuyonjo zitera okuba ennyangu, ezitali za bbeeyi era nga zikola nnyo mu kuziyiza okusaasaana kw‟obulwadde mu balwadde, abalabirira n‟abakozi b‟ebyobulamu."
the outbreak of covid 19 has further showed how these simple care practices can significantly reduce the risk of transmitting infectious microorganisms especially in a health facility setting.,okubalukawo kwa covid 19 kwongera okulaga engeri enkola zino ez’okulabirira ennyangu gye ziyinza okukendeeza ennyo ku bulabe bw’okutambuza obuwuka obutonotono obusiigibwa naddala mu mbeera y’ekifo ky’ebyobulamu.
this chapter gives guidelines for maintaining effective hygiene practices within the health care environment which should be adhered to by all hcfs at the different levels in order to minimize risks of contamination.,essuula eno egaba ebiragiro by‟okukuuma enkola ennungamu ey‟obuyonjo mu mbeera y‟obujjanjabi esaanye okugobererwa hcfs zonna ku mitendera egy‟enjawulo okusobola okukendeeza ku bulabe bw‟obucaafu.
"guidelines on religious practices, hygiene promotion initiatives, education / communication material approaches and communication channels have been provided.","endagiriro ku nkola z’eddiini, enteekateeka z’okutumbula obuyonjo, enkola z’okusomesa / empuliziganya n’emikutu gy’empuliziganya biweereddwa."
"the objective is to promote personal, hand, instrument, facility hygiene and mortuary hygiene practices at the health facilities.","ekigendererwa kwe kutumbula enkola z’obuyonjo bw’omuntu ku bubwe, mu ngalo, ebikozesebwa, ez’obuyonjo bw’ebifo n’obuyonjo mu bifo eby’obulamu."
"the following guidelines should be applied for general body care including healthcare workers, patients and caretakers.","enkola zino wammanga zirina okukozesebwa okulabirira omubiri okwa bulijjo omuli abakozi b‟ebyobulamu, abalwadde n‟abalabirira."
"the hair should be kept short or pinned up, and regularly washed; finger nails should be short and clean;","enviiri zirina okukuumibwa nga nnyimpi oba nga zisiddwaako ppini, era nga zinaazibwa bulijjo; emisumaali gy’engalo girina okuba emimpi era nga giyonjo;"
"artificial nails and nail vanish should not be applied; beards and moustache should be trimmed short and clean; pubic hair should be shaved off regularly; the clothes should be freshly laundered before putting them on daily; in case of exposure to blood or body fluids, clothes should be decontaminated before uniforms should be made of materials easy to be washed, and decontaminated; tooth brushing at least twice a day; bathing at least once every day; the uniform material should not allow body fluids to seep through easily.","emisumaali egy’ekikugu n’emisumaali egitalina kusiigibwa; ebirevu n’ebirevu birina okusalibwako nga bimpi era nga biyonjo; enviiri z’omu nnyindo zirina okusenga buli kiseera; engoye zirina okuba nga zaakayoza nga tezinnaba kuziteeka ku buli lunaku; mu mbeera y’okubeera mu musaayi oba amazzi g’omubiri, engoye zirina okulongoosebwa nga tezinnaba kukolebwa mu ngeri ya yunifoomu ennyangu okunaaba, n’okulongoosebwa; okusiimuula amannyo waakiri emirundi ebiri olunaku; okunaaba waakiri omulundi gumu buli lunaku; ekintu ekifaanagana tekisaanye kukkiriza mazzi ga mubiri kuyitamu mu ngeri ennyangu."
